*,$revision,Number,Link,Text_area,Date,Time,Date_and_time,Multi_choice,Drop_down,Attachment,User_selection,Text,Calculated,Radio_button,Check_box,Group_selection,Rich_text,Department_selection,Table,Text_0,Number_0
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test375,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test376,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test377,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test378,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test379,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test380,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test381,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test382,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test383,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test384,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test385,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test386,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test387,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test388,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test389,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test390,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test391,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test392,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test393,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test394,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test395,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test396,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test397,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test398,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test399,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test400,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test401,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test402,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test403,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test404,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test405,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test406,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test407,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test408,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test409,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test410,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test411,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test412,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test413,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test414,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test415,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test416,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test417,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test418,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test419,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test420,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test421,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test422,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test423,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test424,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test425,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test426,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test427,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test428,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test429,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test430,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test431,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test432,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test433,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test434,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test435,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test436,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test437,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test438,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test439,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test440,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test441,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test442,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test443,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test444,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test445,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test446,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test447,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
*,1,1000,https://vnexpress.net,This is text area,,15:43:00,2020-03-03T06:43:00Z,"sample1
sample2
sample3
sample4",sample1,,cybozu,This is test test448,2000,sample1,,everyone,<div>This is rich test</div>,,54,this is test,100
